ident,type,iso_country,lat,lon,tz
ID-RKI,small_airport,ID,-2.094167,99.699167,Asia/Jakarta
ID-ZGP,medium_airport,ID,-3.739503,137.031183,Asia/Jayapura
IN-0015,small_airport,IN,25.661488,90.345039,Asia/Kolkata
IN-0024,small_airport,IN,18.226944,74.590833,Asia/Kolkata
IN-0025,medium_airport,IN,26.747736,82.163664,Asia/Kolkata
IN-0032,heliport,IN,22.488583,92.986950,Asia/Kolkata
IN-0069,small_airport,IN,26.247500,82.042500,Asia/Kolkata
IN-0107,medium_airport,IN,16.002552,73.529846,Asia/Kolkata
IN-0276,large_airport,IN,18.984597,73.065253,Asia/Kolkata
IN-0301,medium_airport,IN,13.858024,75.618868,Asia/Kolkata
IN-0308,medium_airport,IN,26.966830,93.638792,Asia/Kolkata
IN-0369,medium_airport,IN,20.395781,78.216272,Asia/Kolkata
IN-0392,large_airport,IN,28.179868,77.611843,Asia/Kolkata
IN-0393,medium_airport,IN,22.987530,83.196120,Asia/Kolkata
IN-JGB,small_airport,IN,19.074301,82.036797,Asia/Kolkata
IQ-0016,medium_airport,IQ,33.816262,41.436712,Asia/Baghdad
IQ-0017,medium_airport,IQ,33.363724,40.588024,Asia/Baghdad
IQ-0018,medium_airport,IQ,32.929382,39.745102,Asia/Baghdad
IQ-0020,medium_airport,IQ,33.074570,39.599617,Asia/Baghdad
IQ-0021,medium_airport,IQ,32.744926,39.599556,Asia/Baghdad
IQ-0024,medium_airport,IQ,30.546518,46.602779,Asia/Baghdad
IQ-0030,medium_airport,IQ,32.116840,46.382240,Asia/Baghdad
IQ-0034,medium_airport,IQ,31.456581,47.289791,Asia/Baghdad
IQ-0039,medium_airport,IQ,33.279327,44.493706,Asia/Baghdad
IQ-0040,medium_airport,IQ,32.406113,39.123611,Asia/Baghdad
IQ-0042,medium_airport,IQ,35.859264,42.142139,Asia/Baghdad
IQ-0045,medium_airport,IQ,34.165540,44.264304,Asia/Baghdad
IQ-0051,medium_airport,IQ,35.139721,44.133888,Asia/Baghdad
IQ-0054,medium_airport,IQ,34.937222,44.482777,Asia/Baghdad
IR-0161,medium_airport,IR,28.048160,55.521791,Asia/Tehran
IT-0574,heliport,IT,41.928140,16.012815,Europe/Rome
IT-0831,heliport,IT,45.926739,7.624593,Europe/Rome
IT-TQR,heliport,IT,42.117775,15.490655,Europe/Rome
JIO,small_airport,ID,-8.140683,127.909669,Asia/Jayapura
JO-0002,medium_airport,JO,30.343500,36.147701,Asia/Amman
JRA,heliport,US,40.755107,-74.006896,America/New_York
JUH,small_airport,CN,30.740300,117.685600,Asia/Shanghai
K61B,medium_airport,US,35.947161,-114.858799,America/Los_Angeles
K67L,medium_airport,US,36.833105,-114.055928,America/Los_Angeles
K74S,small_airport,US,48.498513,-122.662513,America/Los_Angeles
K76F,medium_airport,US,32.681499,-95.984100,America/Chicago
K79J,medium_airport,US,31.308800,-86.393799,America/Chicago
KABE,medium_airport,US,40.651773,-75.442797,America/New_York
KABI,medium_airport,US,32.411301,-99.681900,America/Chicago
KABQ,large_airport,US,35.039976,-106.608925,America/Denver
KABR,medium_airport,US,45.449100,-98.421799,America/Chicago
KABY,medium_airport,US,31.532946,-84.196215,America/New_York
KACK,medium_airport,US,41.253101,-70.060204,America/New_York
KACT,medium_airport,US,31.611300,-97.230499,America/Chicago
KACV,medium_airport,US,40.978101,-124.109000,America/Los_Angeles
KACY,medium_airport,US,39.456201,-74.577511,America/New_York
KADH,medium_airport,US,34.805214,-96.671988,America/Chicago
KADW,medium_airport,US,38.810799,-76.866997,America/New_York
KAE,seaplane_base,US,56.973000,-133.945999,America/Sitka
KAEG,medium_airport,US,35.145199,-106.794998,America/Denver
KAEX,medium_airport,US,31.325828,-92.546702,America/Chicago
KAFW,medium_airport,US,32.990440,-97.319470,America/Chicago
KAGC,medium_airport,US,40.354401,-79.930199,America/New_York
KAGS,medium_airport,US,33.369900,-81.964500,America/New_York
KAHN,medium_airport,US,33.948842,-83.325634,America/New_York
KAIA,medium_airport,US,42.052543,-102.803965,America/Denver
KAKR,medium_airport,US,41.037355,-81.467840,America/New_York
KALB,large_airport,US,42.748299,-73.801697,America/New_York
KALI,medium_airport,US,27.740900,-98.026901,America/Chicago
KALM,medium_airport,US,32.837818,-105.993149,America/Denver
KALN,medium_airport,US,38.890301,-90.045998,America/Chicago
KALO,medium_airport,US,42.557098,-92.400299,America/Chicago
KALS,medium_airport,US,37.434898,-105.866997,America/Denver
KALW,medium_airport,US,46.094898,-118.288002,America/Los_Angeles
KAMA,medium_airport,US,35.217857,-101.706444,America/Chicago
KANB,medium_airport,US,33.588200,-85.858100,America/Chicago
KAND,medium_airport,US,34.494598,-82.709396,America/New_York
KAOO,medium_airport,US,40.296398,-78.320000,America/New_York
KAPA,medium_airport,US,39.570099,-104.848999,America/Denver
KAPF,medium_airport,US,26.152599,-81.775299,America/New_York
KAPG,medium_airport,US,39.466202,-76.168800,America/New_York
KAPN,medium_airport,US,45.078098,-83.560303,America/Detroit
KARA,medium_airport,US,30.037800,-91.883904,America/Chicago
KART,medium_airport,US,43.991901,-76.021698,America/New_York
KASE,medium_airport,US,39.223202,-106.869003,America/Denver
KAST,medium_airport,US,46.158001,-123.878998,America/Los_Angeles
KATL,large_airport,US,33.636700,-84.428101,America/New_York
KATW,medium_airport,US,44.258515,-88.519000,America/Chicago
KATY,medium_airport,US,44.914001,-97.154701,America/Chicago
KAUG,medium_airport,US,44.320599,-69.797302,America/New_York
KAUS,large_airport,US,30.197535,-97.662015,America/Chicago
KAUW,medium_airport,US,44.926201,-89.626602,America/Chicago
KAVL,medium_airport,US,35.435488,-82.541853,America/New_York
KAVP,medium_airport,US,41.337064,-75.724232,America/New_York
KAWO,medium_airport,US,48.161448,-122.158442,America/Los_Angeles
KAXN,medium_airport,US,45.866299,-95.394699,America/Chicago
KAZO,medium_airport,US,42.232105,-85.549637,America/Detroit
KBAB,medium_airport,US,39.136101,-121.436996,America/Los_Angeles
KBAD,medium_airport,US,32.501801,-93.662697,America/Chicago
KBAF,medium_airport,US,42.157799,-72.715599,America/New_York
KBAK,medium_airport,US,39.262386,-85.895576,America/Indiana/Indianapolis
KBAZ,medium_airport,US,29.704500,-98.042198,America/Chicago
KBBD,medium_airport,US,31.178931,-99.324732,America/Chicago
KBBG,medium_airport,US,36.532082,-93.200544,America/Chicago
KBCE,medium_airport,US,37.706402,-112.144997,America/Denver
KBCT,medium_airport,US,26.378500,-80.107697,America/New_York
KBDE,medium_airport,US,48.728401,-94.612198,America/Chicago
KBDL,large_airport,US,41.938555,-72.688016,America/New_York
KBDR,medium_airport,US,41.163502,-73.126198,America/New_York
KBED,medium_airport,US,42.470001,-71.289001,America/New_York
KBFD,medium_airport,US,41.803101,-78.640099,America/New_York
KBFF,medium_airport,US,41.874001,-103.596001,America/Denver
KBFI,medium_airport,US,47.527042,-122.299950,America/Los_Angeles
KBFL,medium_airport,US,35.433601,-119.056999,America/Los_Angeles
KBFM,medium_airport,US,30.626801,-88.068100,America/Chicago
KBGM,medium_airport,US,42.208698,-75.979797,America/New_York
KBGR,medium_airport,US,44.806364,-68.826668,America/New_York
KBHB,medium_airport,US,44.450001,-68.361504,America/New_York
KBHM,large_airport,US,33.562877,-86.750712,America/Chicago
KBID,small_airport,US,41.168446,-71.578631,America/New_York
KBIF,medium_airport,US,31.849501,-106.379997,America/Denver
KBIH,medium_airport,US,37.373100,-118.363998,America/Los_Angeles
KBIL,medium_airport,US,45.808932,-108.541242,America/Denver
KBIS,medium_airport,US,46.772734,-100.746874,America/Chicago
KBIX,medium_airport,US,30.410400,-88.924400,America/Chicago
KBJC,medium_airport,US,39.908798,-105.116997,America/Denver
KBJI,medium_airport,US,47.509399,-94.933701,America/Chicago
KBKE,medium_airport,US,44.837299,-117.808998,America/Los_Angeles
KBKF,medium_airport,US,39.701698,-104.751999,America/Denver
KBKL,medium_airport,US,41.517502,-81.683296,America/New_York
KBKW,medium_airport,US,37.787300,-81.124199,America/New_York
KBLF,medium_airport,US,37.295799,-81.207703,America/New_York
KBLH,medium_airport,US,33.619202,-114.717003,America/Los_Angeles
KBLI,medium_airport,US,48.792801,-122.538002,America/Los_Angeles
KBLV,medium_airport,US,38.545200,-89.835197,America/Chicago
KBMG,medium_airport,US,39.146000,-86.616699,America/Indiana/Indianapolis
KBMI,medium_airport,US,40.477100,-88.915901,America/Chicago
KBNA,large_airport,US,36.124500,-86.678200,America/Chicago
KBNO,medium_airport,US,43.590463,-118.955154,America/Los_Angeles
KBOI,large_airport,US,43.564400,-116.223000,America/Boise
KBOS,large_airport,US,42.361970,-71.007900,America/New_York
KBPI,medium_airport,US,42.585098,-110.111000,America/Denver
KBPK,medium_airport,US,36.368900,-92.470497,America/Chicago
KBPT,medium_airport,US,29.950800,-94.020699,America/Chicago
KBQK,medium_airport,US,31.258801,-81.466499,America/New_York
KBRD,medium_airport,US,46.402861,-94.129727,America/Chicago
KBRL,medium_airport,US,40.783199,-91.125504,America/Chicago
KBRO,medium_airport,US,25.907238,-97.425235,America/Chicago
KBTL,medium_airport,US,42.307301,-85.251503,America/Detroit
KBTM,medium_airport,US,45.954800,-112.497002,America/Denver
KBTR,medium_airport,US,30.533199,-91.149597,America/Chicago
KBTV,medium_airport,US,44.471901,-73.153297,America/New_York
KBUF,large_airport,US,42.940498,-78.732201,America/New_York
KBUR,large_airport,US,34.202834,-118.358050,America/Los_Angeles
KBVI,medium_airport,US,40.772499,-80.391403,America/New_York
KBVY,medium_airport,US,42.584202,-70.916496,America/New_York
KBWG,medium_airport,US,36.964500,-86.419701,America/Chicago
KBWI,large_airport,US,39.175400,-76.668297,America/New_York
KBXM,medium_airport,US,43.892200,-69.938599,America/New_York
KBYH,medium_airport,US,35.964298,-89.944000,America/Chicago
KBYI,medium_airport,US,42.542599,-113.772003,America/Boise
KBYS,medium_airport,US,35.280499,-116.629997,America/Los_Angeles
KBZN,medium_airport,US,45.778853,-111.153711,America/Denver
KCAE,medium_airport,US,33.938172,-81.123022,America/New_York
KCAK,medium_airport,US,40.916100,-81.442200,America/New_York
KCAR,medium_airport,US,46.871498,-68.017899,America/New_York
KCBM,medium_airport,US,33.643799,-88.443802,America/Chicago
KCC,seaplane_base,US,56.012586,-132.835093,America/Sitka
KCCR,medium_airport,US,37.989700,-122.056999,America/Los_Angeles
KCCY,medium_airport,US,43.072601,-92.610802,America/Chicago
KCDC,medium_airport,US,37.701000,-113.098999,America/Denver
KCDR,medium_airport,US,42.837601,-103.095001,America/Denver
KCDS,medium_airport,US,34.433800,-100.288002,America/Chicago
KCEC,medium_airport,US,41.778929,-124.236403,America/Los_Angeles
KCEF,medium_airport,US,42.194000,-72.534798,America/New_York
KCEW,medium_airport,US,30.778799,-86.522102,America/Chicago
KCEZ,medium_airport,US,37.303001,-108.627998,America/Denver
KCGF,medium_airport,US,41.565102,-81.486397,America/New_York
KCGI,medium_airport,US,37.225300,-89.570801,America/Chicago
KCHA,medium_airport,US,35.035301,-85.203796,America/New_York
KCHO,medium_airport,US,38.138599,-78.452904,America/New_York
KCHS,large_airport,US,32.896159,-80.038151,America/New_York
KCID,medium_airport,US,41.884701,-91.710800,America/Chicago
KCIU,medium_airport,US,46.242038,-84.462082,America/Detroit
KCKB,medium_airport,US,39.296600,-80.228104,America/New_York
KCLE,large_airport,US,41.411701,-81.849800,America/New_York
KCLL,medium_airport,US,30.588600,-96.363800,America/Chicago
KCLM,medium_airport,US,48.120201,-123.500000,America/Los_Angeles
KCLT,large_airport,US,35.214001,-80.943100,America/New_York
KCMA,medium_airport,US,34.213699,-119.094002,America/Los_Angeles
KCMH,large_airport,US,39.998001,-82.891899,America/New_York
KCMI,medium_airport,US,40.039819,-88.276249,America/Chicago
KCMX,medium_airport,US,47.168400,-88.489098,America/Detroit
KCNM,medium_airport,US,32.337502,-104.263000,America/Denver
KCNU,medium_airport,US,37.668173,-95.486727,America/Chicago
KCNY,medium_airport,US,38.755001,-109.754997,America/Denver
KCOD,medium_airport,US,44.520199,-109.024002,America/Denver
KCOE,medium_airport,US,47.774300,-116.820000,America/Los_Angeles
KCOF,medium_airport,US,28.234900,-80.610100,America/New_York
KCON,medium_airport,US,43.202702,-71.502296,America/New_York
KCOS,large_airport,US,38.805801,-104.700996,America/Denver
KCOU,medium_airport,US,38.818100,-92.219597,America/Chicago
KCPR,medium_airport,US,42.907381,-106.461609,America/Denver
KCRE,medium_airport,US,33.811699,-78.723900,America/New_York
KCRG,medium_airport,US,30.336300,-81.514397,America/New_York
KCRP,medium_airport,US,27.770399,-97.501198,America/Chicago
KCRQ,medium_airport,US,33.128300,-117.279999,America/Los_Angeles
KCRW,medium_airport,US,38.373100,-81.593201,America/New_York
KCSG,medium_airport,US,32.516415,-84.939602,America/New_York
KCSV,medium_airport,US,35.951310,-85.084990,America/Chicago
KCTB,medium_airport,US,48.608657,-112.378183,America/Denver
KCUB,medium_airport,US,33.970501,-80.995201,America/New_York
KCVG,large_airport,US,39.048801,-84.667801,America/New_York
KCVN,medium_airport,US,34.426594,-103.078794,America/Denver
KCVO,medium_airport,US,44.497200,-123.290001,America/Los_Angeles
KCVS,medium_airport,US,34.382801,-103.321999,America/Denver
KCVX,small_airport,US,45.304798,-85.274803,America/Detroit
KCWA,medium_airport,US,44.777448,-89.670238,America/Chicago
KCXO,medium_airport,US,30.351801,-95.414497,America/Chicago
KCXP,medium_airport,US,39.194331,-119.734312,America/Los_Angeles
KCYS,medium_airport,US,41.155701,-104.811997,America/Denver
KDAA,medium_airport,US,38.715000,-77.181000,America/New_York
KDAB,medium_airport,US,29.182550,-81.059464,America/New_York
KDAG,medium_airport,US,34.853699,-116.787003,America/Los_Angeles
KDAL,large_airport,US,32.844776,-96.847653,America/Chicago
KDAN,medium_airport,US,36.572899,-79.336098,America/New_York
KDAY,medium_airport,US,39.902401,-84.219398,America/New_York
KDBQ,medium_airport,US,42.402000,-90.709503,America/Chicago
KDCA,large_airport,US,38.852100,-77.037697,America/New_York
KDDC,medium_airport,US,37.763401,-99.965599,America/Chicago
KDEC,medium_airport,US,39.834599,-88.865700,America/Chicago
KDEN,large_airport,US,39.860027,-104.673792,America/Denver
KDET,medium_airport,US,42.409199,-83.009903,America/Detroit
KDFW,large_airport,US,32.896801,-97.038002,America/Chicago
KDHN,medium_airport,US,31.321301,-85.449600,America/Chicago
KDHT,medium_airport,US,36.022598,-102.546997,America/Chicago
KDIK,medium_airport,US,46.797533,-102.801905,America/Denver
KDLF,medium_airport,US,29.359501,-100.778002,America/Chicago
KDLH,medium_airport,US,46.841873,-92.198746,America/Chicago
KDLS,medium_airport,US,45.620979,-121.170777,America/Los_Angeles
KDMA,medium_airport,US,32.166500,-110.883003,America/Phoenix
KDMN,medium_airport,US,32.262299,-107.721001,America/Denver
KDNL,medium_airport,US,33.466499,-82.039398,America/New_York
KDOV,medium_airport,US,39.129501,-75.466003,America/New_York
KDPA,medium_airport,US,41.907799,-88.248596,America/Chicago
KDRA,medium_airport,US,36.619400,-116.032997,America/Los_Angeles
KDRI,medium_airport,US,30.831699,-93.339897,America/Chicago
KDRO,medium_airport,US,37.151501,-107.753998,America/Denver
KDRT,medium_airport,US,29.374201,-100.927002,America/Chicago
KDSM,large_airport,US,41.534027,-93.656719,America/Chicago
KDTS,medium_airport,US,30.400101,-86.471497,America/Chicago
KDTW,large_airport,US,42.213770,-83.353786,America/Detroit
KDUA,medium_airport,US,33.939675,-96.395072,America/Chicago
KDUG,medium_airport,US,31.464139,-109.604560,America/Phoenix
KDUJ,medium_airport,US,41.178299,-78.898697,America/New_York
KDVL,medium_airport,US,48.115454,-98.908796,America/Chicago
KDXR,medium_airport,US,41.371656,-73.482227,America/New_York
KDYS,medium_airport,US,32.420799,-99.854599,America/Chicago
KDZ,seaplane_base,LK,7.325100,80.642200,Asia/Colombo
KEAR,medium_airport,US,40.727001,-99.006798,America/Chicago
KEAT,medium_airport,US,47.398899,-120.207001,America/Los_Angeles
KEAU,medium_airport,US,44.865799,-91.484299,America/Chicago
KEB,small_airport,US,59.352100,-151.925003,America/Anchorage
KECG,medium_airport,US,36.260601,-76.174599,America/New_York
KECP,medium_airport,US,30.357106,-85.795414,America/Chicago
KEDC,medium_airport,US,30.398049,-97.566909,America/Chicago
KEDW,medium_airport,US,34.910781,-117.886391,America/Los_Angeles
KEED,medium_airport,US,34.766300,-114.623001,America/Los_Angeles
KEEN,medium_airport,US,42.898399,-72.270798,America/New_York
KEET,medium_airport,US,33.176998,-86.782799,America/Chicago
KEFD,medium_airport,US,29.607300,-95.158798,America/Chicago
KEGE,medium_airport,US,39.642601,-106.917999,America/Denver
KEGI,medium_airport,US,30.650400,-86.522903,America/Chicago
KEKA,medium_airport,US,40.803398,-124.112999,America/Los_Angeles
KEKN,medium_airport,US,38.889759,-79.857651,America/New_York
KEKO,medium_airport,US,40.824902,-115.792000,America/Los_Angeles
KELD,medium_airport,US,33.221001,-92.813301,America/Chicago
KELM,medium_airport,US,42.159901,-76.891602,America/New_York
KELO,medium_airport,US,47.824501,-91.830704,America/Chicago
KELP,large_airport,US,31.809908,-106.375607,America/Denver
KELY,medium_airport,US,39.299702,-114.842003,America/Los_Angeles
KEND,medium_airport,US,36.339199,-97.916496,America/Chicago
KENV,medium_airport,US,40.718700,-114.030998,America/Denver
KENW,medium_airport,US,42.595699,-87.927803,America/Chicago
KERI,medium_airport,US,42.083127,-80.173867,America/New_York
KESC,medium_airport,US,45.723199,-87.088623,America/Detroit
KESF,medium_airport,US,31.394266,-92.294082,America/Chicago
KEUG,medium_airport,US,44.124599,-123.211998,America/Los_Angeles
KEVV,medium_airport,US,38.036999,-87.532402,America/Chicago
KEVW,medium_airport,US,41.274799,-111.035004,America/Denver
KEWB,medium_airport,US,41.676102,-70.956902,America/New_York
KEWN,medium_airport,US,35.073002,-77.042900,America/New_York
KEWR,large_airport,US,40.689400,-74.170545,America/New_York
KEYW,medium_airport,US,24.556119,-81.759579,America/New_York
KFAF,medium_airport,US,37.132500,-76.608803,America/New_York
KFAR,medium_airport,US,46.920700,-96.815804,America/Chicago
KFAT,large_airport,US,36.775767,-119.718018,America/Los_Angeles
KFAY,medium_airport,US,34.991199,-78.880302,America/New_York
KFBG,medium_airport,US,35.131802,-78.936699,America/New_York
KFCS,medium_airport,US,38.678398,-104.757004,America/Denver
KFDY,medium_airport,US,41.013500,-83.668701,America/New_York
KFFO,medium_airport,US,39.826099,-84.048302,America/New_York
KFHR,medium_airport,US,48.523654,-123.024645,America/Los_Angeles
KFHU,medium_airport,US,31.587383,-110.348225,America/Phoenix
KFKL,medium_airport,US,41.377899,-79.860397,America/New_York
KFLG,medium_airport,US,35.139757,-111.669826,America/Phoenix
KFLL,large_airport,US,26.072599,-80.152702,America/New_York
KFLO,medium_airport,US,34.185398,-79.723900,America/New_York
KFME,medium_airport,US,39.085400,-76.759399,America/New_York
KFMN,medium_airport,US,36.741199,-108.230003,America/Denver
KFMY,medium_airport,US,26.586599,-81.863297,America/New_York
KFNL,medium_airport,US,40.449690,-105.011272,America/Denver
KFNT,medium_airport,US,42.969294,-83.743355,America/Detroit
KFOD,medium_airport,US,42.552624,-94.191237,America/Chicago
KFOE,medium_airport,US,38.950901,-95.663597,America/Chicago
KFPR,medium_airport,US,27.495100,-80.368301,America/New_York
KFRG,medium_airport,US,40.728576,-73.414267,America/New_York
KFRI,medium_airport,US,39.053021,-96.764202,America/Chicago
KFSD,medium_airport,US,43.585463,-96.741152,America/Chicago
KFSI,medium_airport,US,34.649799,-98.402199,America/Chicago
KFSM,medium_airport,US,35.336601,-94.367401,America/Chicago
KFST,medium_airport,US,30.915701,-102.916000,America/Chicago
KFTK,medium_airport,US,37.907101,-85.972099,America/New_York
KFTW,medium_airport,US,32.819919,-97.360818,America/Chicago
KFTY,medium_airport,US,33.779099,-84.521400,America/New_York
KFWA,medium_airport,US,40.978896,-85.194465,America/Indiana/Indianapolis
KFXE,medium_airport,US,26.197300,-80.170700,America/New_York
KFYV,medium_airport,US,36.005100,-94.170097,America/Chicago
KG-0001,medium_airport,KG,40.944401,72.977798,Asia/Bishkek
KG-0002,small_airport,KG,41.441502,76.130600,Asia/Bishkek
KG-0004,small_airport,KG,42.505901,72.263100,Asia/Bishkek
KG-0006,small_airport,KG,42.153099,77.563904,Asia/Bishkek
KG-0007,small_airport,KG,42.828899,75.335999,Asia/Bishkek
KG-0014,small_airport,KG,41.484501,71.733704,Asia/Bishkek
KG-0018,small_airport,KG,40.271702,72.047096,Asia/Bishkek
KGCC,medium_airport,US,44.348900,-105.539001,America/Denver
KGCK,medium_airport,US,37.927502,-100.723999,America/Chicago
KGCN,medium_airport,US,35.952400,-112.147003,America/Phoenix
KGDV,medium_airport,US,47.137658,-104.806910,America/Denver
KGEG,large_airport,US,47.619900,-117.533997,America/Los_Angeles
KGFK,medium_airport,US,47.949299,-97.176102,America/Chicago
KGFL,medium_airport,US,43.341202,-73.610298,America/New_York
KGGG,medium_airport,US,32.383999,-94.711502,America/Chicago
KGGW,medium_airport,US,48.212502,-106.614998,America/Denver
KGJT,medium_airport,US,39.126663,-108.529387,America/Denver
KGLD,medium_airport,US,39.370701,-101.699753,America/Denver
KGLH,medium_airport,US,33.482899,-90.985603,America/Chicago
KGLS,medium_airport,US,29.265301,-94.860397,America/Chicago
KGMU,medium_airport,US,34.847903,-82.350217,America/New_York
KGNV,medium_airport,US,29.690100,-82.271797,America/New_York
KGON,medium_airport,US,41.330101,-72.045097,America/New_York
KGPI,medium_airport,US,48.310501,-114.255997,America/Denver
KGPT,medium_airport,US,30.405582,-89.069836,America/Chicago
KGRB,medium_airport,US,44.483459,-88.130805,America/Chicago
KGRF,medium_airport,US,47.079201,-122.581001,America/Los_Angeles
KGRI,medium_airport,US,40.967499,-98.309601,America/Chicago
